id,stage
13_41_196,train
10_40_228,train
7_0_462,train
3_30_238,train
10_0_135,train
11_50_62,train
12_44_81,train
7_20_816,train
6_11_782,train
10_19_406,train
9_33_520_,train
0_16_631,train
3_1_213,train
10_34_183,train
0_45_631,train
10_2_326,train
12_46_74_,train
5_0_340,train
7_6_808,train
3_26_233,train
5_39_357,train
10_27_377,train
11_32_67,train
12_33_112,train
11_47_23,train
4_14_289,train
10_32_217,train
2_13_685,train
5_16_354,train
1_29_648,train
9_43_578,train
10_39_152,train
4_31_252,train
8_17_495,train
12_16_124,train
2_13_155,train
11_45_42,train
9_33_854,train
1_31_659,train
8_41_526,train
2_23_672,train
10_4_257,train
13_8_192,train
3_31_212,train
13_12_199,train
5_17_349,train
9_28_552,train
4_17_259,train
10_39_97,train
12_1_105,train
9_50_580,train
8_15_848,train
10_34_268,train
11_47_62,train
8_48_835,train
1_50_321,train
10_41_319,train
1_0_106,train
10_21_80,train
8_2_850,train
10_37_27,train
10_7_354,train
10_2_444,train
2_46_133,train
10_29_376,train
11_20_14_,train
1_41_189,train
8_26_513,train
5_48_314,train
5_40_327,train
4_30_252,train
13_24_146,train
9_32_550,train
3_40_719,train
1_21_644,train
3_42_722,train
10_25_380,train
10_39_194,train
8_19_514,train
1_21_65,train
11_51_28,train
2_39_178,train
1_5_94,train
5_48_355,train
8_37_512,train
6_33_393,train
10_26_221,train
10_13_77,train
12_15_105,train
0_31_45,train
7_21_442,train
5_3_344,train
11_23_5_,train
0_4_636,train
6_25_797,train
10_27_391,train
10_36_369,train
2_23_174,train
6_51_385,train
9_3_534,train
10_6_153,train
6_29_379,train
6_24_405,train
2_47_176,train
10_13_394,train
13_44_145,train
10_14_285,train
13_27_193,train
1_40_108,train
1_20_96,train
12_30_101,train
11_7_58_,train
0_3_629,train
10_39_311,train
3_22_216,train
12_40_104,train
10_2_73,train
10_27_26,train
5_3_357,train
4_7_300,train
4_49_260,train
3_26_188,train
10_31_369,train
3_50_697,train
7_16_810,train
9_38_870,train
5_16_310,train
10_25_211,train
5_23_320,train
5_29_347,train
10_11_4,train
7_14_434,train
9_47_536,train
10_31_469,train
2_21_163,train
3_3_201,train
6_50_394,train
6_40_375,train
1_1_91,train
1_14_637,train
4_22_742,train
10_34_101,train
6_17_791,train
10_41_153,train
10_6_245,train
12_50_91,train
10_5_358,train
10_25_297,train
8_10_513,train
10_16_386,train
1_31_85,train
11_29_19,train
9_4_880,train
1_51_116,train
10_35_241,train
10_37_124,train
7_11_458,train
10_20_362,train
0_5_614,train
5_42_771,train
0_28_632,train
10_19_463,train
9_31_866,train
5_51_307,train
5_24_771,train
5_31_356,train
11_25_26_,train
9_45_858,train
10_6_304,train
0_42_27,train
10_30_308,train
7_32_448,train
9_16_556,train
9_9_544,train
12_14_74_,train
11_13_46_,train
10_4_409,train
0_33_53_,train
0_35_33,train
10_34_152,train
10_18_354,train
9_5_543,train
10_39_50,train
3_34_702,train
12_8_128_,train
10_6_251,train
7_21_471,train
6_43_405,train
5_14_758,train
10_22_85,train
10_12_374,train
10_6_101,train
2_15_690,train
10_40_219,train
13_29_189,train
10_1_331,train
10_41_347,train
0_11_620,train
10_26_126,train
3_47_233,train
10_26_346,train
9_48_853,train
9_9_568,train
10_14_253,train
10_29_312,train
3_32_186,train
3_33_700,train
11_39_46,train
6_34_372,train
2_15_241,train
0_10_635,train
13_47_153,train
12_30_125,train
10_41_49,train
4_4_276,train
10_26_441,train
10_14_161,train
5_12_323,train
5_32_332,train
13_49_150,train
10_34_239,train
1_29_660,train
10_14_427,train
10_13_423,train
6_19_400,train
7_40_458,train
9_29_567,train
10_34_119,train
8_19_521,train
10_24_63,train
4_3_283,train
10_7_72,train
4_20_268,train
5_13_348,train
10_14_394,train
10_2_92,train
10_35_29,train
8_12_842,train
3_1_211,train
4_12_723,train
2_47_172,train
0_9_15,train
3_25_218,train
10_29_314,train
8_36_523,train
1_8_110,train
3_15_185,train
9_30_541,train
10_39_127_,train
10_8_88,train
10_32_173,train
1_20_110,train
0_6_618,train
6_12_404,train
10_37_424,train
2_42_141,train
1_19_68,train
10_11_205,train
10_36_187,train
10_27_338,train
1_33_116,train
7_41_440,train
10_19_317,train
10_11_316,train
10_4_72,train
10_7_261,train
10_32_230,train
2_5_136,train
4_37_745,train
13_26_147,train
4_6_274,train
1_21_108,train
7_45_428,train
1_35_100,train
8_2_512,train
5_22_759,train
12_2_95,train
10_36_212,train
10_6_102,train
2_49_133,train
11_44_6,train
0_23_41,train
5_34_769,train
10_12_25,train
3_32_225,train
5_0_764,train
6_45_377,train
3_40_716,train
13_31_157,train
9_33_530,train
0_7_636,train
10_18_201,train
10_30_198,train
0_6_18,train
12_33_85,train
11_18_12_,train
7_28_807,train
5_31_753,train
10_41_299,train
10_5_234,train
13_31_189,train
10_24_399,train
0_1_633,train
9_2_573,train
7_27_430,train
3_48_714,train
6_38_788,train
10_19_307,train
0_46_8,train
1_14_69,train
11_5_66,train
5_46_757,train
13_17_147,train
10_6_73,train
10_31_296,train
8_41_850,train
2_46_685_,train
10_39_205,train
10_36_229,train
7_46_826,train
0_1_631,train
9_33_579,train
12_6_127,train
9_36_870,train
11_27_37,train
2_1_176,train
5_38_310,train
5_42_751,train
10_2_440,train
10_32_389,train
4_16_284,train
2_12_176,train
10_11_92,train
7_36_434,train
5_11_361,train
10_6_395,train
10_16_212,train
13_49_195,train
2_8_145,train
1_51_120,train
10_34_287,train
1_22_653_,train
9_26_873,train
3_15_213,train
1_46_646_,train
6_21_394,train
10_11_397,train
11_21_59_,train
2_35_680,train
10_34_27,train
13_48_195,train
3_40_231,train
3_45_203,train
12_5_132,train
4_6_285_,train
6_38_412,train
10_4_400,train
9_36_854,train
9_14_536,train
10_13_439,train
9_48_861,train
11_45_5,train
2_39_694,train
7_23_448,train
3_47_199,train
10_39_175,train
9_24_865,train
13_2_194,train
3_7_236,train
7_45_817,train
9_32_544,train
12_15_111,train
4_17_273,train
4_18_246,train
6_45_384,train
8_32_492,train
0_26_52,train
10_35_428,train
2_17_131,train
10_20_30,train
12_34_110,train
10_41_228,train
10_1_373,train
6_44_382,train
7_51_445,train
0_25_58,train
2_23_681,train
10_24_434,train
10_39_431,train
0_49_3,train
2_46_155,train
5_51_331,train
2_29_179,train
2_2_156,train
8_33_841,train
11_23_45_,train
6_33_787,train
6_19_385,train
2_50_160,train
10_9_470,train
10_5_206,train
8_48_519,train
5_6_313,train
12_24_76,train
2_10_136,train
2_27_150,train
10_40_33,train
12_42_137,train
7_40_810,train
10_14_175,train
10_1_101,train
10_16_388,train
0_28_62,train
8_28_494,train
3_9_706,train
11_14_25,train
10_21_52,train
10_36_79,train
4_46_733,train
4_37_724,train
3_18_711,train
6_20_797,train
6_22_401,train
10_6_287,train
4_13_300,train
12_45_97,train
0_5_627,train
4_39_295,train
13_13_195_,train
6_49_778,train
10_2_211,train
12_29_116,train
12_18_83,train
10_23_180,train
9_43_540,train
5_20_761,train
12_1_132,train
11_24_21_,train
10_30_179,train
2_16_136,train
10_29_157,train
5_20_347,train
10_4_83_,train
10_6_249,train
6_37_418,train
13_27_156,train
10_13_22,train
3_15_712,train
13_3_203,train
10_4_24,train
10_0_355,train
11_44_58,train
5_25_766,train
10_13_412,train
10_27_158,train
5_33_322,train
7_43_805,train
2_0_183,train
7_2_814,train
10_39_348,train
2_43_139,train
10_24_291,train
4_37_304,train
13_41_163,train
2_5_124,train
6_30_789,train
6_35_404,train
2_23_184,train
10_11_235,train
3_48_234,train
0_16_629,train
11_14_40_,train
5_29_766,train
2_48_161,train
9_6_544,train
9_6_579,train
9_9_867,train
0_43_15,train
13_38_162,train
13_47_140,train
10_34_52,train
8_11_517,train
13_46_185,train
5_16_360,train
13_2_138,train
2_19_125,train
10_19_374,train
9_31_855,train
7_17_446,train
10_12_317,train
10_27_278,train
10_12_206,train
3_10_709,train
2_37_177,train
12_38_103,train
12_14_135,train
3_10_187,train
9_25_868,train
2_34_686,train
10_18_355,train
2_29_690,train
5_35_346,train
11_24_38_,train
4_28_746,train
3_21_230,train
12_1_115,train
9_29_566,train
8_48_515,train
10_34_309,train
4_3_259,train
8_8_494,train
10_0_0,train
1_6_105,train
5_28_753,train
10_1_348,train
13_6_170,train
8_9_837,train
9_5_553,train
4_31_246,train
9_18_539,train
13_11_184,train
3_43_241,train
10_32_273,train
10_39_270,train
10_40_361,train
6_2_798,train
11_3_55,train
4_23_287,train
3_8_716,train
7_34_422,train
10_36_461,train
2_24_177,train
10_21_347,train
12_32_112,train
10_34_466,train
12_37_70,train
4_7_268,train
8_18_845,train
3_19_229,train
7_29_447,train
10_19_324,train
5_6_340,train
7_31_444,train
10_40_47,train
10_21_104,train
10_8_157,train
1_34_67,train
13_17_153,train
7_5_819,train
3_48_696,train
11_37_1,train
9_22_550,train
1_6_638,train
2_37_163,train
9_12_583,train
10_8_408,train
4_14_280,train
8_6_495,train
2_28_145,train
11_32_16,train
5_47_317,train
10_35_381,train
11_37_31,train
12_14_103,train
13_30_180,train
7_5_818,train
10_40_353,train
10_4_188,train
13_37_166,train
9_36_552,train
10_36_258,train
10_5_278,train
3_3_226,train
3_39_191,train
10_18_134,train
11_29_48,train
12_46_134,train
11_46_63_,train
3_37_186,train
13_40_182,train
5_14_360,train
10_37_58_,train
10_16_19,train
10_39_102,train
0_35_630,train
9_12_859,train
1_3_82,train
9_7_529,train
6_38_397,train
0_42_620,train
1_7_88,train
3_18_192,train
10_32_311,train
1_8_75,train
7_3_821,train
3_32_215,train
0_46_21_,train
12_18_85,train
8_41_472,train
1_49_664,train
10_29_222,train
3_42_186,train
10_18_395,train
10_13_424,train
8_27_506,train
10_24_293,train
11_38_38,train
3_9_241,train
1_15_664,train
10_25_277,train
6_31_389,train
5_13_306,train
1_44_111,train
10_6_170,train
2_8_163,train
10_8_337,train
9_7_874,train
9_9_554,train
13_1_188,train
12_40_110,train
10_27_124,train
11_11_61_,train
1_10_639,train
6_46_787,train
10_2_135,train
11_45_66,train
10_0_64,train
0_10_56,train
11_10_53,train
3_50_202,train
10_24_134,train
12_38_96,train
0_3_32,train
5_26_337,train
11_38_19,train
10_38_7,train
6_5_363,train
9_42_536,train
12_3_104,train
10_9_151,train
10_24_162,train
1_1_118,train
0_14_8,train
9_35_528,train
10_41_312,train
10_41_63,train
10_5_101,train
10_4_325,train
6_50_380,train
13_28_173,train
10_14_450,train
10_18_12,train
3_7_200,train
2_48_674,train
0_4_45,train
10_5_129,train
1_10_67,train
9_35_576,train
10_22_124,train
2_41_150,train
4_22_747,train
9_35_879,train
4_5_740,train
13_2_159,train
3_39_203,train
0_16_22,train
1_39_120,train
10_23_312,train
11_2_32,train
6_18_489,train
3_44_216,train
13_51_153,train
7_18_447,train
10_35_220,train
6_11_795_,train
6_46_407,train
10_9_199,train
10_2_411,train
5_16_324,train
5_21_358,train
0_25_41,train
7_17_817,train
10_29_39,train
3_4_243,train
11_33_38,train
1_30_650,train
5_40_770_,train
7_4_425,train
0_35_18,train
6_6_363,train
0_38_617,train
7_44_816,train
3_37_245,train
8_37_483,train
8_23_839,train
1_17_111_,train
6_46_392,train
10_34_23,train
8_47_849,train
8_22_508,train
13_9_153,train
6_2_409,train
6_32_386,train
10_30_132,train
9_44_564,train
9_28_556,train
0_10_4,train
10_23_109,train
2_3_169,train
6_37_378,train
10_5_341,train
12_48_121,train
6_13_367,train
10_13_125,train
0_12_11,train
4_5_248,train
0_9_22,train
8_11_527,train
11_0_21,train
13_32_189,train
6_12_362,train
9_15_875,train
2_6_166,train
10_2_365,train
10_36_263,train
13_3_181,train
8_37_490,train
0_9_25,train
10_1_259,train
10_26_66,train
10_16_450,train
8_0_479,train
7_3_428,train
2_39_166,train
6_10_775,train
10_12_110,train
10_23_201,train
10_29_270,train
1_49_183,train
10_41_385,train
2_23_159,train
10_0_133,train
10_27_176,train
9_5_558,train
1_26_647,train
12_27_73,train
1_5_638,train
8_18_850,train
13_19_145,train
3_19_721,train
8_30_513_,train
10_40_21,train
7_21_465,train
9_50_880,train
5_44_320,train
4_12_739,train
8_45_847,train
4_42_254,train
13_43_181,train
10_5_102,train
10_2_37,train
8_23_845,train
2_49_137,train
10_34_7,train
10_9_407,train
10_14_5,train
10_5_322,train
10_21_228,train
13_40_176,train
4_18_259,train
13_1_153,train
8_34_843,train
13_32_148,train
8_9_523,train
10_0_91,train
6_45_374,train
5_18_336,train
0_35_9,train
11_46_10,train
0_20_0,train
1_12_96,train
0_33_60,train
10_35_373,train
11_1_7,train
12_18_74_,train
0_3_48,train
5_35_359,train
9_19_571,train
5_21_337,train
10_35_275,train
12_6_126,train
2_0_124,train
2_4_673,train
3_20_217,train
1_2_81,train
0_23_9,train
0_25_631,train
4_11_269,train
13_30_173,train
13_44_175,train
10_7_306,train
5_11_305,train
11_14_47,train
12_30_130,train
9_41_853,train
1_20_640,train
10_14_189_,train
7_40_813,train
8_4_515,train
8_2_476,train
2_3_146,train
10_34_176,train
13_27_201,train
11_5_49_,train
4_28_292,train
3_9_704,train
10_18_36,train
6_32_375,train
2_41_691,train
6_9_398,train
10_9_200,train
10_31_309,train
4_15_727,train
10_11_237,train
10_21_26,train
1_50_90,train
4_23_250,train
4_8_301,train
10_6_465,train
10_13_207,train
10_20_323,train
10_8_174,train
5_27_306,train
12_41_135,train
10_5_79,train
2_30_685,train
10_13_27,train
5_49_336,train
6_33_799,train
10_8_456,train
6_14_390,train
0_4_16,train
9_16_572,train
12_27_112,train
11_21_5_,train
2_24_686,train
10_30_370,train
9_27_538,train
8_30_519,train
8_31_478,train
3_10_211,train
8_27_849,train
1_20_84,train
12_28_73,train
1_36_86,train
10_37_184,train
8_19_472,train
7_43_445,train
2_50_182,train
8_26_523,train
9_44_552,train
9_44_540,train
1_51_649,train
8_39_481,train
1_43_104,train
3_9_721,train
10_22_277,train
6_33_379,train
5_34_318,train
10_11_374,train
1_32_652,train
9_18_551,train
13_47_170,train
6_16_387,train
11_45_53,train
10_41_401,train
4_8_740,train
10_4_332,train
10_11_179,train
10_32_470,train
3_37_707,train
8_39_502,train
1_43_112,train
2_9_182,train
4_29_249,train
6_20_365,train
10_16_42,train
0_15_46,train
10_16_462,train
11_29_68,train
10_26_18,train
1_5_660,train
7_33_454,train
4_30_264,train
4_45_266,train
2_2_695,train
3_18_230,train
7_17_430,train
10_22_54,train
0_41_621,train
1_40_655_,train
10_23_422,train
3_3_696,train
1_7_84,train
0_10_57,train
10_7_400,train
0_18_7,train
10_38_271_,train
10_21_375,train
5_45_759,train
6_28_385,train
13_20_183,train
10_21_307,train
13_24_171,train
3_12_211,train
10_40_394,train
4_12_248,train
10_32_117,train
10_40_184,train
5_24_341,train
10_39_249,train
0_10_612,train
6_29_398,train
13_6_142_,train
5_8_329,train
10_36_354,train
1_13_79,train
8_15_841,train
1_32_108,train
10_27_7,train
11_43_14,train
11_47_28,train
5_26_317,train
11_8_12,train
1_27_79,train
11_31_65,train
9_11_858,train
10_41_1,train
11_38_13,train
1_14_93,train
10_9_401,train
6_5_793,train
0_20_6,train
13_38_173,train
10_8_70,train
10_8_467,train
10_18_341,train
9_34_558,train
5_45_319,train
11_50_28,train
8_31_522,train
2_17_690,train
4_39_259,train
0_26_21,train
9_21_880,train
8_6_833,train
0_9_59,train
10_14_150,train
2_21_140,train
4_3_262,train
12_39_132,train
7_21_470,train
7_29_422,train
4_1_732,train
12_7_90,train
10_41_109,train
10_14_443,train
7_37_801,train
12_32_99,train
3_6_205,train
12_9_107,train
10_20_345,train
13_30_157,train
2_21_171,train
0_14_628,train
6_2_412,train
3_45_212,train
8_15_504,train
2_14_184,train
1_6_650,train
10_26_121,train
10_41_469,train
2_31_686,train
13_17_179,train
10_12_126,train
10_22_257,train
10_24_28,train
13_6_151,train
10_27_208,train
12_22_89,train
9_4_532,train
10_19_126,train
2_41_183,train
10_8_21,train
0_31_26,train
10_0_335,train
13_23_158,train
10_16_213,train
10_37_330,train
3_18_714,train
12_7_110,train
10_22_404,train
13_32_202,train
6_29_776,train
0_9_60,train
10_12_44,train
0_37_613,train
10_5_24,train
5_43_346,train
11_14_9_,train
1_41_107,train
1_41_659,train
10_35_327,train
1_42_165,train
10_23_207,train
10_2_263,train
8_9_842,train
9_41_865,train
10_20_240,train
13_42_195,train
2_9_165,train
4_28_269,train
11_47_60_,train
1_1_75,train
10_30_294,train
10_1_29,train
9_12_562,train
12_30_131,train
1_26_665,train
10_1_311,train
10_0_371,train
9_21_537,train
13_24_175,train
10_35_280,train
10_21_141,train
9_40_863,train
4_39_268,train
1_49_66,train
6_19_387,train
1_40_111,train
4_5_293,train
10_21_1,train
10_30_137,train
8_24_509,train
1_50_265,train
10_21_469,train
3_33_720,train
0_48_49,train
7_41_467,train
9_12_581,train
2_10_675,train
5_29_361,train
13_46_158,train
10_6_424,train
12_35_129,train
8_1_524,train
6_39_774,train
10_32_259,train
3_24_705,train
11_42_20,train
7_22_449,train
7_5_822,train
10_2_134,train
10_16_435,train
10_2_188,train
10_2_28,train
8_14_841,train
2_40_136,train
13_36_200,train
10_13_329,train
10_31_185,train
7_5_467,train
8_0_523,train
6_18_399,train
3_18_186,train
1_33_87,train
13_28_164,train
0_1_8,train
3_24_189,train
2_20_688,train
10_41_272,train
11_4_38,train
12_20_116,train
10_9_391,train
10_22_59,train
7_48_448,train
3_40_705,train
2_17_692,train
2_19_124,train
7_10_810,train
13_20_200,train
2_0_679,train
3_24_706,train
13_17_198,train
4_3_261,train
10_40_297,train
3_23_718,train
6_42_384,train
5_47_335,train
10_19_137,train
3_43_234,train
10_8_133,train
5_24_357,train
10_20_425,train
6_0_789,train
1_9_99,train
3_6_706,train
2_16_169,train
12_12_74_,train
11_43_56,train
10_32_112,train
2_39_684_,train
4_42_249,train
13_11_201,train
8_25_477,train
11_26_46,train
7_2_811,train
7_48_559,train
10_22_52,train
2_19_176,train
10_25_469,train
10_16_120_,train
10_14_414,train
10_6_209,train
6_18_379,train
2_8_684,train
2_41_182,train
3_34_708,train
13_48_183,train
10_27_333,train
6_20_777,train
6_43_369,train
13_22_143,train
2_38_145,train
1_9_122,train
12_29_134,train
8_9_836,train
3_10_219,train
6_14_778,train
4_12_253,train
4_26_299,train
10_16_169,train
10_25_181,train
13_8_201,train
11_44_68,train
12_35_92,train
7_26_457,train
3_34_190,train
13_7_182,train
3_42_235,train
12_7_120,train
10_37_153,train
7_2_429,train
8_6_496,train
4_20_281,train
7_22_805,train
10_22_45,train
1_38_93,train
4_21_300,train
10_16_37,train
10_9_438,train
1_41_101,train
12_40_136,train
2_23_129,train
8_11_508,train
10_11_96_,train
4_22_386,train
10_14_163,train
1_1_66,train
1_17_119,train
10_18_426,train
10_35_245,train
8_47_524,train
2_47_671,train
10_9_52,train
3_6_221,train
4_48_748,train
5_16_311,train
10_11_112,train
10_5_416,train
13_49_203,train
7_44_549,train
13_40_158,train
11_8_42,train
6_39_791,train
10_5_370,train
0_30_41,train
7_40_469,train
8_33_527,train
10_7_350,train
12_13_93,train
7_5_438,train
8_22_478,train
1_12_99,train
10_1_68,train
3_15_207,train
5_27_755,train
8_12_597,train
10_14_309,train
0_9_55,train
4_18_727,train
10_18_453,train
10_34_202,train
9_41_878,train
11_40_64,train
10_13_273,train
0_4_19,train
0_16_30,train
13_3_139,train
8_25_852,train
10_24_26,train
0_13_40,train
13_28_200,train
12_13_119,train
2_39_146,train
11_17_18_,train
5_13_767,train
1_6_101,train
11_8_49_,train
13_8_204,train
1_21_664,train
5_5_325,train
6_37_784_,train
0_11_625,train
13_27_192,train
10_37_31,train
4_44_740,train
0_45_629,train
7_8_425,train
2_6_682,train
7_40_822,train
10_27_447,train
2_15_154,train
1_25_101,train
10_22_377,train
6_44_398,train
0_39_35,train
1_45_204,train
8_43_489,train
10_26_25,train
8_34_501,train
10_35_129,train
10_23_413,train
0_5_56,train
10_40_187,train
9_20_556,train
9_27_554,train
6_48_404,train
12_23_106,train
3_45_721,train
5_28_764,train
5_33_310,train
13_26_190,train
7_4_454,train
12_10_109,train
12_23_125,train
10_32_334,train
6_48_797,train
4_16_292,train
2_5_166,train
9_47_583,train
3_14_716,train
1_13_221,train
13_39_163,train
0_47_57,train
10_20_72,train
10_40_44,train
10_7_409,train
6_20_390,train
8_0_507,train
12_8_85,train
12_23_122,train
4_34_269,train
13_10_199,train
8_12_515,train
6_7_372,train
4_30_261,train
7_35_809,train
12_28_136,train
7_11_457,train
3_38_221,train
11_47_29,train
11_34_40,train
10_7_137,train
1_31_70,train
5_10_327,train
4_44_288,train
9_39_538,train
10_0_60,train
10_23_246,train
8_9_493,train
1_10_84,train
3_32_209,train
5_25_323,train
7_51_559,train
11_45_50_,train
10_29_333,train
10_20_409,train
13_21_143,train
10_9_279,train
2_29_137,train
10_29_192,train
7_16_451,train
10_25_128,train
3_34_722,train
10_30_434,train
3_51_226,train
9_37_877,train
10_26_370,train
13_15_163,train
0_31_55,train
10_14_289,train
0_24_626,train
8_22_485,train
4_5_723,train
7_35_455,train
3_38_197,train
4_15_748,train
2_33_124,train
0_25_616,train
7_14_462,train
6_35_794,train
4_6_742,train
10_34_310,train
2_25_695,train
12_1_75,train
13_32_151,train
4_5_254,train
12_50_90,train
9_9_880,train
10_9_4,train
3_38_696,train
10_22_321,train
13_23_155,train
5_50_308,train
7_6_428,train
11_21_28_,train
10_26_229,train
1_33_93,train
13_13_159,train
10_5_193,train
10_5_66,train
10_25_351,train
10_29_287,train
6_33_382,train
1_2_105,train
12_36_117,train
9_50_541,train
9_36_568,train
10_12_135,train
13_0_187,train
2_51_149,train
13_10_182,train
2_48_680,train
12_30_97,train
4_10_276,train
10_19_78,train
4_18_288,train
11_6_2,train
5_1_317,train
0_9_13,train
10_25_121,train
7_32_420,train
6_8_783,train
10_13_155,train
11_40_17,train
10_4_102,train
13_21_170,train
13_48_166,train
13_20_186,train
10_40_341,train
12_35_89,train
10_14_140,train
10_19_210,train
1_0_99,train
9_45_569,train
13_6_158,train
8_4_521,train
6_15_489,train
11_3_18,train
1_24_646,train
10_18_202,train
10_2_186,train
10_41_248,train
10_23_391,train
12_38_113,train
2_2_692,train
8_27_848,train
12_21_93,train
12_40_125,train
9_29_880,train
13_48_146,train
4_11_298_,train
9_20_866,train
7_23_813,train
3_49_696,train
2_31_183,train
10_29_397,train
2_16_685_,train
3_46_704,train
11_46_48,train
4_16_742,train
1_49_115,train
7_40_802,train
1_37_210,train
1_40_92,train
12_49_96,train
11_6_6,train
4_36_269,train
1_13_68,train
12_43_81,train
4_6_748,train
12_18_127,train
9_17_564,train
2_11_161,train
4_6_273,train
5_34_349,train
5_23_346,train
7_31_439,train
10_25_157,train
10_2_155,train
10_18_185,train
10_24_357,train
10_39_181,train
10_5_308,train
2_36_150,train
7_21_452,train
10_22_234,train
6_11_390,train
13_8_188,train
12_32_84,train
8_35_832,train
3_6_231,train
10_1_238,train
11_33_31,train
10_14_292,train
11_22_12_,train
0_18_23,train
10_25_198,train
6_13_364,train
5_46_759,train
0_7_41,train
2_46_138,train
12_50_126,train
9_39_569,train
3_48_219,train
0_8_24,train
10_34_251,train
3_34_210,train
5_43_438,train
10_6_378,train
10_2_190,train
5_21_770,train
6_40_782,train
7_48_450,train
12_44_79,train
4_2_294,train
10_26_323,train
8_2_828,train
9_20_572,train
5_35_757,train
8_6_838,train
9_21_573,train
5_31_769,train
10_14_449,train
10_2_436,train
3_20_311,train
11_0_30,train
0_8_1,train
7_37_456,train
1_23_105,train
5_18_759,train
11_35_43,train
10_20_359,train
10_37_242,train
2_23_153,train
9_1_580,train
10_1_185,train
0_4_615,train
12_37_71,train
4_11_283,train
10_27_452,train
11_8_48,train
4_28_259,train
0_35_23,train
10_12_128,train
13_37_168,train
10_27_471,train
6_12_383,train
10_6_184,train
12_51_121,train
5_44_313,train
8_5_504,train
0_45_28,train
8_37_473,train
10_20_233,train
10_31_44,train
5_18_350,train
0_38_44,train
4_17_256,train
10_21_90,train
13_46_138,train
8_5_829,train
10_31_273,train
10_20_324,train
1_28_650,train
10_25_328,train
11_9_3,train
1_47_212,train
8_14_835,train
10_32_342,train
12_42_78,train
10_30_219,train
3_16_191,train
10_4_236,train
10_27_123,train
2_2_131,train
10_38_256,train
13_19_140,train
10_23_61,train
7_13_810,train
10_22_290,train
11_43_19,train
10_25_258,train
11_31_3,train
2_19_129,train
11_11_6,train
0_47_621,train
13_24_174,train
10_9_7,train
3_20_224,train
5_16_336,train
10_5_439,train
12_6_70,train
6_30_785,train
12_9_88,train
13_40_203,train
0_0_5,train
5_36_336,train
12_38_88,train
5_3_755,train
4_23_293,train
11_11_6_,train
1_19_105,train
12_30_92,train
2_0_127,train
6_14_380,train
1_45_665,train
12_48_108,train
3_45_711,train
10_8_441,train
10_32_432_,train
4_43_268,train
2_29_682,train
10_31_375,train
9_31_529,train
6_28_363,train
5_45_342,train
7_34_448,train
5_3_316,train
1_16_638,train
10_0_344,train
7_34_819,train
0_38_614,train
10_36_69,train
5_22_349,train
7_30_441,train
10_5_6,train
10_5_95,train
13_13_167,train
7_40_451,train
10_41_134,train
10_23_194,train
5_35_769,train
4_16_268,train
12_16_126,train
6_7_381,train
10_37_116,train
5_14_416,train
3_27_206,train
2_34_178,train
1_50_94,train
10_29_19,train
4_5_271,train
9_33_856,train
4_43_289,train
11_5_15_,train
5_47_769,train
9_0_529,train
11_7_64,train
6_49_788,train
10_11_334,train
9_45_877,train
8_0_517,train
1_31_66,train
13_42_156,train
4_15_289,train
11_42_29,train
1_42_107,train
10_37_428,train
10_7_288,train
10_1_386,train
10_12_316,train
6_11_416,train
1_10_120,train
10_6_13,train
9_2_561,train
5_26_310,train
7_14_815,train
1_30_68,train
6_49_409,train
10_39_364,train
10_27_435_,train
5_34_757,train
10_6_293,train
4_43_730,train
2_6_152,train
8_43_494,train
13_22_140,train
10_8_413,train
2_41_673,train
6_11_415,train
6_43_781,train
10_13_264,train
10_14_385,train
10_8_301,train
4_26_724,train
1_17_85,train
7_5_470_,train
13_15_138,train
10_11_298,train
4_5_274,train
9_36_857,train
7_44_822,train
10_30_231,train
10_20_351,train
10_5_427,train
10_34_19,train
1_46_112,train
8_44_500,train
9_51_548,train
10_16_144,train
5_36_351,train
4_21_249,train
10_20_68,train
12_6_129,train
6_17_387,train
10_25_359,train
10_11_347,train
1_46_93,train
10_32_242,train
8_30_500,train
9_30_564,train
1_46_80,train
10_34_194,train
10_40_105,train
12_45_137,train
4_7_265,train
6_12_789,train
1_30_108,train
10_29_446,train
10_0_367,train
10_2_247,train
6_49_405,train
6_39_403,train
10_14_37,train
6_23_379,train
11_26_40,train
2_17_170,train
7_2_448,train
11_44_47,train
6_12_392,train
10_16_9,train
4_14_723,train
3_1_227,train
7_3_456,train
10_35_151,train
9_38_556,train
12_50_83,train
2_31_141,train
9_14_548,train
10_6_166,train
5_33_329,train
0_5_3,train
2_24_132,train
4_11_302,train
11_31_32,train
10_30_96,train
8_34_484,train
9_3_536,train
6_10_415,train
0_29_25,train
11_4_22,train
12_3_79,train
0_0_619,train
9_20_550,train
10_0_39,train
4_42_261,train
10_5_418,train
1_51_87,train
12_13_92,train
2_50_173,train
10_9_265,train
3_8_718,train
11_49_69,train
10_9_143,train
4_24_288,train
10_31_66,train
9_51_530,train
2_28_673,train
13_13_174,train
2_2_169,train
3_41_231,train
1_14_68,train
10_6_30,train
4_3_723,train
7_19_469,train
11_8_25,train
7_12_422,train
13_48_182,train
10_1_72,train
10_36_243,train
12_6_123,train
10_20_193,train
6_11_414,train
4_29_733,train
5_26_355,train
10_40_279,train
3_46_235,train
0_34_38,train
2_8_161,train
8_2_845,train
10_2_108,train
6_6_784_,train
11_25_7_,train
7_46_825,train
11_8_45,train
10_23_293,train
2_9_180,train
7_20_427,train
10_39_442_,train
